rate_plan_id,utility_name,rate_plan_name,interval,start_time,end_time,price
6915de96881cbc6041e4c993,Commonwealth Edison Co,PJM Hourly Pricing,8,2026-07-15T08:00:00.000Z,2026-07-15T09:00:00.000Z,0
6915de96881cbc6041e4c993,Commonwealth Edison Co,PJM Hourly Pricing,9,2026-07-15T09:00:00.000Z,2026-07-15T10:00:00.000Z,0
6915de96881cbc6041e4c993,Commonwealth Edison Co,PJM Hourly Pricing,10,2026-07-15T10:00:00.000Z,2026-07-15T11:00:00.000Z,0
6915de96881cbc6041e4c993,Commonwealth Edison Co,PJM Hourly Pricing,11,2026-07-15T11:00:00.000Z,2026-07-15T12:00:00.000Z,0
6915de96881cbc6041e4c993,Commonwealth Edison Co,PJM Hourly Pricing,12,2026-07-15T12:00:00.000Z,2026-07-15T13:00:00.000Z,0
6915de96881cbc6041e4c993,Commonwealth Edison Co,PJM Hourly Pricing,13,2026-07-15T13:00:00.000Z,2026-07-15T14:00:00.000Z,0
6915de96881cbc6041e4c993,Commonwealth Edison Co,PJM Hourly Pricing,14,2026-07-15T14:00:00.000Z,2026-07-15T15:00:00.000Z,0
6915de96881cbc6041e4c993,Commonwealth Edison Co,PJM Hourly Pricing,15,2026-07-15T15:00:00.000Z,2026-07-15T16:00:00.000Z,0
6915de96881cbc6041e4c993,Commonwealth Edison Co,PJM Hourly Pricing,16,2026-07-15T16:00:00.000Z,2026-07-15T17:00:00.000Z,0
6915de96881cbc6041e4c993,Commonwealth Edison Co,PJM Hourly Pricing,17,2026-07-15T17:00:00.000Z,2026-07-15T18:00:00.000Z,0
6915de96881cbc6041e4c993,Commonwealth Edison Co,PJM Hourly Pricing,18,2026-07-15T18:00:00.000Z,2026-07-15T19:00:00.000Z,0
6915de96881cbc6041e4c993,Commonwealth Edison Co,PJM Hourly Pricing,19,2026-07-15T19:00:00.000Z,2026-07-15T20:00:00.000Z,0
6915de96881cbc6041e4c993,Commonwealth Edison Co,PJM Hourly Pricing,20,2026-07-15T20:00:00.000Z,2026-07-15T21:00:00.000Z,0
6915de96881cbc6041e4c993,Commonwealth Edison Co,PJM Hourly Pricing,21,2026-07-15T21:00:00.000Z,2026-07-15T22:00:00.000Z,0
6915de96881cbc6041e4c993,Commonwealth Edison Co,PJM Hourly Pricing,22,2026-07-15T22:00:00.000Z,2026-07-15T23:00:00.000Z,0
6915de96881cbc6041e4c993,Commonwealth Edison Co,PJM Hourly Pricing,23,2026-07-15T23:00:00.000Z,2026-07-16T00:00:00.000Z,0
691623d324a3ba28ef331fc4,Pacific Gas & Electric Co,E-TOU-C Residential Time of Use Baseline Region Q,0,2026-07-15T00:00:00.000Z,2026-07-15T01:00:00.000Z,0.5393
691623d324a3ba28ef331fc4,Pacific Gas & Electric Co,E-TOU-C Residential Time of Use Baseline Region Q,1,2026-07-15T01:00:00.000Z,2026-07-15T02:00:00.000Z,0.5393
691623d324a3ba28ef331fc4,Pacific Gas & Electric Co,E-TOU-C Residential Time of Use Baseline Region Q,2,2026-07-15T02:00:00.000Z,2026-07-15T03:00:00.000Z,0.5393
691623d324a3ba28ef331fc4,Pacific Gas & Electric Co,E-TOU-C Residential Time of Use Baseline Region Q,3,2026-07-15T03:00:00.000Z,2026-07-15T04:00:00.000Z,0.5393
691623d324a3ba28ef331fc4,Pacific Gas & Electric Co,E-TOU-C Residential Time of Use Baseline Region Q,4,2026-07-15T04:00:00.000Z,2026-07-15T05:00:00.000Z,0.5393
691623d324a3ba28ef331fc4,Pacific Gas & Electric Co,E-TOU-C Residential Time of Use Baseline Region Q,5,2026-07-15T05:00:00.000Z,2026-07-15T06:00:00.000Z,0.5393
691623d324a3ba28ef331fc4,Pacific Gas & Electric Co,E-TOU-C Residential Time of Use Baseline Region Q,6,2026-07-15T06:00:00.000Z,2026-07-15T07:00:00.000Z,0.5393
691623d324a3ba28ef331fc4,Pacific Gas & Electric Co,E-TOU-C Residential Time of Use Baseline Region Q,7,2026-07-15T07:00:00.000Z,2026-07-15T08:00:00.000Z,0.5393
691623d324a3ba28ef331fc4,Pacific Gas & Electric Co,E-TOU-C Residential Time of Use Baseline Region Q,8,2026-07-15T08:00:00.000Z,2026-07-15T09:00:00.000Z,0.5393
691623d324a3ba28ef331fc4,Pacific Gas & Electric Co,E-TOU-C Residential Time of Use Baseline Region Q,9,2026-07-15T09:00:00.000Z,2026-07-15T10:00:00.000Z,0.5393
691623d324a3ba28ef331fc4,Pacific Gas & Electric Co,E-TOU-C Residential Time of Use Baseline Region Q,10,2026-07-15T10:00:00.000Z,2026-07-15T11:00:00.000Z,0.5393
691623d324a3ba28ef331fc4,Pacific Gas & Electric Co,E-TOU-C Residential Time of Use Baseline Region Q,11,2026-07-15T11:00:00.000Z,2026-07-15T12:00:00.000Z,0.5393
691623d324a3ba28ef331fc4,Pacific Gas & Electric Co,E-TOU-C Residential Time of Use Baseline Region Q,12,2026-07-15T12:00:00.000Z,2026-07-15T13:00:00.000Z,0.5393
691623d324a3ba28ef331fc4,Pacific Gas & Electric Co,E-TOU-C Residential Time of Use Baseline Region Q,13,2026-07-15T13:00:00.000Z,2026-07-15T14:00:00.000Z,0.5393
691623d324a3ba28ef331fc4,Pacific Gas & Electric Co,E-TOU-C Residential Time of Use Baseline Region Q,14,2026-07-15T14:00:00.000Z,2026-07-15T15:00:00.000Z,0.5393
691623d324a3ba28ef331fc4,Pacific Gas & Electric Co,E-TOU-C Residential Time of Use Baseline Region Q,15,2026-07-15T15:00:00.000Z,2026-07-15T16:00:00.000Z,0.5393
691623d324a3ba28ef331fc4,Pacific Gas & Electric Co,E-TOU-C Residential Time of Use Baseline Region Q,16,2026-07-15T16:00:00.000Z,2026-07-15T17:00:00.000Z,0.4508
691623d324a3ba28ef331fc4,Pacific Gas & Electric Co,E-TOU-C Residential Time of Use Baseline Region Q,17,2026-07-15T17:00:00.000Z,2026-07-15T18:00:00.000Z,0.4508
691623d324a3ba28ef331fc4,Pacific Gas & Electric Co,E-TOU-C Residential Time of Use Baseline Region Q,18,2026-07-15T18:00:00.000Z,2026-07-15T19:00:00.000Z,0.4508
691623d324a3ba28ef331fc4,Pacific Gas & Electric Co,E-TOU-C Residential Time of Use Baseline Region Q,19,2026-07-15T19:00:00.000Z,2026-07-15T20:00:00.000Z,0.4508
691623d324a3ba28ef331fc4,Pacific Gas & Electric Co,E-TOU-C Residential Time of Use Baseline Region Q,20,2026-07-15T20:00:00.000Z,2026-07-15T21:00:00.000Z,0.4508
691623d324a3ba28ef331fc4,Pacific Gas & Electric Co,E-TOU-C Residential Time of Use Baseline Region Q,21,2026-07-15T21:00:00.000Z,2026-07-15T22:00:00.000Z,0.5393
691623d324a3ba28ef331fc4,Pacific Gas & Electric Co,E-TOU-C Residential Time of Use Baseline Region Q,22,2026-07-15T22:00:00.000Z,2026-07-15T23:00:00.000Z,0.5393
691623d324a3ba28ef331fc4,Pacific Gas & Electric Co,E-TOU-C Residential Time of Use Baseline Region Q,23,2026-07-15T23:00:00.000Z,2026-07-16T00:00:00.000Z,0.5393
